key,worker_id,agreement
"(1096, 5)",A1B2KIB7DPC2PR,3
"(1096, 5)",A7X7G33CQJ1PP,-3
"(1380, 3)",A3L6PFU6DOR8AY,4
"(1380, 3)",A3P7AOM9X9ZQ33,-2
"(1380, 3)",AMID7O126S33V,0
"(1380, 3)",A36JZTUKQVV5S5,-2
"(1380, 3)",A6Y7BLDK90Q19,0
"(1380, 3)",A1B2KIB7DPC2PR,1
"(482, 1)",AKZBNT298EBKI,4
"(482, 1)",A1RF70DSVAZVI6,5
"(482, 1)",A3P7PPQA3EU1H3,1
"(482, 1)",A14NJ0E25UM25Q,0
"(482, 1)",A1B2KIB7DPC2PR,1
"(396, 6)",A35M4VTU6LBEQY,3
"(396, 6)",ADN61KD2IA07T,-4
"(396, 6)",A3C9A382KUWMS0,-5
"(396, 6)",A2PE5UDQ5WG2R0,-1
"(396, 6)",AHOARZ6ADFC90,2
"(847, 5)",A3P7AOM9X9ZQ33,-2
"(847, 5)",A32LCM1ZARQLOG,2
"(847, 5)",A14NJ0E25UM25Q,0
"(847, 5)",A1B2KIB7DPC2PR,1
"(847, 5)",A3P7PPQA3EU1H3,-2
"(847, 5)",A36JZTUKQVV5S5,2
"(622, 4)",A2Z2CVOBYA74B0,5
"(622, 4)",ADN76VWLV3O5S,5
"(622, 4)",A6Y7BLDK90Q19,0
"(622, 4)",A14NJ0E25UM25Q,0
"(622, 4)",A1B2KIB7DPC2PR,3
"(622, 4)",A3P7PPQA3EU1H3,-2
"(70, 6)",A3R5CALO6EH0ZR,5
"(70, 6)",A2JOQX1C7BNKXC,4
"(70, 6)",A3C9A382KUWMS0,0
"(70, 6)",A7X7G33CQJ1PP,2
"(70, 6)",A2NOWSCVBOP9JC,0
"(70, 6)",AMID7O126S33V,-1
"(36, 1)",A3DSRQ5CBK6G3U,0
"(36, 1)",A36JZTUKQVV5S5,0
"(36, 1)",A3R5CALO6EH0ZR,5
"(36, 1)",AMID7O126S33V,1
"(36, 1)",A2Q3ZPCNE2EOAO,5
"(21, 6)",A2UFD1I8ZO1V4G,-2
"(21, 6)",AFC23NDG41MI5,-2
"(21, 6)",A1BS484S0O76YT,-1
"(740, 4)",A3P7PPQA3EU1H3,-1
"(740, 4)",AP1HCIYDB0OTX,2
"(740, 4)",A17IWKV4G3N25X,0
"(740, 4)",AMID7O126S33V,3
"(740, 4)",A2Z2CVOBYA74B0,5
"(1138, 2)",A17Q2CTSOVDMOS,3
"(1138, 2)",A7ZOVHE48L7RS,-1
"(1138, 2)",A2MWAXV1YRK5GH,1
"(1138, 2)",A37XVHGR4ZSTSM,0
"(1138, 2)",A3U56TETPW3V20,1
"(151, 1)",ADN76VWLV3O5S,5
"(151, 1)",A2V3P1XE33NYC3,3
"(151, 1)",ACJES3V0DVUGY,0
"(151, 1)",A36JZTUKQVV5S5,5
"(151, 1)",A2SA4SRJ6CF88W,-3
"(509, 6)",A3C9A382KUWMS0,0
"(509, 6)",A2FZM7ZDCLPMCF,0
"(509, 6)",A36CP7G5OZY030,5
"(509, 6)",A3R5CALO6EH0ZR,0
"(509, 6)",AMID7O126S33V,3
"(509, 6)",A36JZTUKQVV5S5,4
"(1117, 0)",A1RF70DSVAZVI6,5
"(1117, 0)",ASX2NOUVA9CRH,5
"(1117, 0)",A2P8XDALGST5YT,2
"(1117, 0)",A2MR259UZRESDS,5
"(1117, 0)",AL9GPMK4XXJG7,0
"(1117, 0)",AWCCY9UU171TO,2
"(1117, 0)",A3QU3KM3IYWHIF,5
"(617, 0)",A12AICIWGAEUPU,-3
"(617, 0)",A3OTQF9XCTAS1A,-3
"(617, 0)",A3P7PPQA3EU1H3,-4
"(617, 0)",A3QU3KM3IYWHIF,-5
"(617, 0)",A36JZTUKQVV5S5,-3
"(617, 0)",A36CP7G5OZY030,-5
"(1102, 4)",A3P7AOM9X9ZQ33,0
"(1102, 4)",AMID7O126S33V,0
"(1102, 4)",A131WQMBSKKSIQ,0
"(1102, 4)",A2Q3ZPCNE2EOAO,0
"(1102, 4)",A3QU3KM3IYWHIF,5
"(698, 5)",A2LIF3EKY32IPA,0
"(698, 5)",A2UVWBMB5V045G,-4
"(698, 5)",A2J70V9HYPYLE9,5
"(698, 5)",A1ED0UM8C63QX5,0
"(698, 5)",AMID7O126S33V,1
"(698, 5)",A20HS06RD1TVTX,3
"(1000, 3)",A1B2KIB7DPC2PR,0
"(1000, 3)",ASX2NOUVA9CRH,0
"(1000, 3)",A25GWQ4INS1XYB,2
"(1000, 3)",A1V2JY1MJ4P6CF,-1
"(1000, 3)",A3E157ZN8XPUKJ,0
"(143, 3)",AFDLE79DCTIPP,0
"(143, 3)",A2P3DCVI26JR3G,3
"(143, 3)",A36CP7G5OZY030,5
"(143, 3)",A3OZ3M6SRO2QNO,4
"(143, 3)",A1A71B12O8GNO8,3
"(1195, 0)",A3L6PFU6DOR8AY,0
"(1195, 0)",A2PE5UDQ5WG2R0,2
"(1195, 0)",A1B2KIB7DPC2PR,2
"(1195, 0)",AMID7O126S33V,-2
"(1195, 0)",A17IWKV4G3N25X,3
"(448, 1)",A1BADZXRMPSPDC,2
"(448, 1)",A3C9A382KUWMS0,-5
"(448, 1)",AQER7S3AS8X95,-2
"(448, 1)",AMID7O126S33V,-1
"(448, 1)",A20HS06RD1TVTX,-2
"(933, 6)",A3AN0BBP2QR9H8,0
"(933, 6)",AKJ22H1NTVIQX,0
"(933, 6)",AMID7O126S33V,0
"(933, 6)",A17IWKV4G3N25X,-4
"(933, 6)",ATEBMP60UYVNH,-2
"(933, 6)",A36JZTUKQVV5S5,2
"(159, 6)",A3J7LCHWKEP1K6,-1
"(159, 6)",A3C9A382KUWMS0,0
"(159, 6)",A2PE5UDQ5WG2R0,1
"(159, 6)",AMID7O126S33V,0
"(159, 6)",A1B2KIB7DPC2PR,1
"(1198, 5)",A2P8XDALGST5YT,2
"(1198, 5)",AWCCY9UU171TO,-2
"(206, 3)",A32LCM1ZARQLOG,-5
"(206, 3)",A2HUSOVMMRJNNX,-3
"(206, 3)",A2FK7CBB0PDS66,-4
"(206, 3)",A1BS484S0O76YT,-4
"(206, 3)",AMID7O126S33V,-1
"(289, 0)",A2VM6SOXG3WAOF,-2
"(289, 0)",A2HUSOVMMRJNNX,-3
"(289, 0)",AMID7O126S33V,4
"(289, 0)",A2Q3ZPCNE2EOAO,5
"(289, 0)",A6Y7BLDK90Q19,0
"(289, 0)",A3P7PPQA3EU1H3,-1
"(1271, 3)",A2O9ZPGNNBSH00,-3
"(1271, 3)",AMID7O126S33V,0
"(1271, 3)",A14NJ0E25UM25Q,-2
"(1271, 3)",A3AH8UT0TCYMUG,-4
"(1271, 3)",A7X7G33CQJ1PP,-2
"(1237, 0)",A2Q3ZPCNE2EOAO,5
"(1237, 0)",A3L6PFU6DOR8AY,2
"(1237, 0)",A3R5CALO6EH0ZR,4
"(1237, 0)",A3P7PPQA3EU1H3,1
"(1237, 0)",AMID7O126S33V,-1
"(1237, 0)",AKJ22H1NTVIQX,-1
"(49, 6)",ATY8RQ17JPXQD,1
"(49, 6)",A3C9A382KUWMS0,5
"(49, 6)",A3C9A382KUWMS0,5
"(49, 6)",A3R5CALO6EH0ZR,3
"(49, 6)",A36JZTUKQVV5S5,-2
"(49, 6)",A14NJ0E25UM25Q,0
"(1151, 2)",A2Q3ZPCNE2EOAO,-5
"(1151, 2)",A18JQFU6QCTI6G,-4
"(1151, 2)",AHOU3VA400IOT,-2
"(1151, 2)",A1HBION4Y5FN4S,-4
"(1151, 2)",A1E0EK09CA5OIO,-4
"(1151, 2)",A1BS484S0O76YT,-3
"(31, 3)",AIY8WQZDKMD5C,2
"(31, 3)",A1UDQV4PUFYPKN,-4
"(31, 3)",A2Z2CVOBYA74B0,5
"(31, 3)",A6QG9LM5WL0AQ,-5
"(31, 3)",AMID7O126S33V,-1
"(219, 1)",AHOU3VA400IOT,3
"(219, 1)",AMID7O126S33V,-5
"(219, 1)",A3R5CALO6EH0ZR,4
"(219, 1)",A36CP7G5OZY030,-5
"(219, 1)",A3C9A382KUWMS0,5
"(1200, 2)",A1HBION4Y5FN4S,4
"(1200, 2)",A18JQFU6QCTI6G,5
"(1200, 2)",A3O02RVJXPNKLS,5
"(1200, 2)",ACPUTK2MNMYHB,3
"(1200, 2)",A1V2JY1MJ4P6CF,-2
"(886, 3)",A2P8XDALGST5YT,3
"(886, 3)",A1KEURR4Z7DXX,-5
"(886, 3)",A1BS484S0O76YT,0
"(886, 3)",ACJSA944IAMN7,-4
"(315, 5)",AFDLE79DCTIPP,0
"(315, 5)",A3MFIGR75YVD9R,-5
"(315, 5)",A2FZM7ZDCLPMCF,3
"(315, 5)",A2MWAXV1YRK5GH,-5
"(315, 5)",A14NJ0E25UM25Q,0
"(1235, 5)",A3P7AOM9X9ZQ33,0
"(1235, 5)",A3S0NNL81WJSEH,4
"(1235, 5)",AMID7O126S33V,-2
"(1235, 5)",A17IWKV4G3N25X,0
"(1235, 5)",A14NJ0E25UM25Q,0
"(1235, 5)",A3P7PPQA3EU1H3,-2
"(10, 0)",A38F0RYY3T0UHQ,0
"(10, 0)",A3R5CALO6EH0ZR,-3
"(10, 0)",A14NJ0E25UM25Q,0
"(10, 0)",A3C9A382KUWMS0,0
"(10, 0)",A3P7PPQA3EU1H3,-1
"(1000, 4)",A1B2KIB7DPC2PR,3
"(1000, 4)",ASX2NOUVA9CRH,-4
"(1000, 4)",A25GWQ4INS1XYB,4
"(1000, 4)",A1V2JY1MJ4P6CF,2
"(1000, 4)",A3E157ZN8XPUKJ,0
"(143, 2)",AFDLE79DCTIPP,0
"(143, 2)",A2P3DCVI26JR3G,3
"(143, 2)",A36CP7G5OZY030,5
"(143, 2)",A3OZ3M6SRO2QNO,0
"(143, 2)",A1A71B12O8GNO8,4
"(1374, 4)",A17Q2CTSOVDMOS,3
"(1374, 4)",A2MWAXV1YRK5GH,0
"(1374, 4)",AFC23NDG41MI5,2
"(1374, 4)",A2VTDOJE2XP8TK,-3
"(834, 6)",A3BVJL7P490DCS,1
"(834, 6)",A8CNQ1BSZYOLY,-3
"(834, 6)",A1AI8MC07M7UBZ,1
"(834, 6)",A1OICNXB30F29F,-5
"(834, 6)",AMID7O126S33V,-3
"(834, 6)",AY0BJCGY2DHIX,-5
"(729, 6)",A2FZM7ZDCLPMCF,1
"(729, 6)",A3BVJL7P490DCS,1
"(729, 6)",A3P7PPQA3EU1H3,1
"(729, 6)",A2FDXVWVI05XA4,2
"(729, 6)",A14NJ0E25UM25Q,0
"(643, 1)",AB6C7RS4ECDQZ,-1
"(643, 1)",ADN76VWLV3O5S,-4
"(643, 1)",A1IMICF9ISISZN,-5
"(643, 1)",A3P7PPQA3EU1H3,-1
"(643, 1)",AMID7O126S33V,-2
"(643, 1)",A14NJ0E25UM25Q,0
"(1245, 1)",AHOU3VA400IOT,-2
"(1245, 1)",A3O02RVJXPNKLS,-5
"(1245, 1)",A2VTDOJE2XP8TK,-2
"(1245, 1)",AGPWUZJY43E0J,1
"(1245, 1)",A1V2JY1MJ4P6CF,3
"(1245, 1)",A3QU3KM3IYWHIF,-5
"(1026, 6)",A2J70V9HYPYLE9,-5
"(1026, 6)",AMID7O126S33V,0
"(1026, 6)",A2MWAXV1YRK5GH,-3
"(1026, 6)",A14NJ0E25UM25Q,0
"(1026, 6)",A2VC5HZF0SQUWP,-1
"(1177, 3)",A3L6PFU6DOR8AY,-4
"(1177, 3)",A3P7PPQA3EU1H3,1
"(1177, 3)",A3R467YDQ1C8VG,-1
"(1177, 3)",A1B2KIB7DPC2PR,2
"(1177, 3)",A3QU3KM3IYWHIF,-2
"(878, 1)",A2Z2CVOBYA74B0,-5
"(878, 1)",ACJES3V0DVUGY,-4
"(878, 1)",A1AI8MC07M7UBZ,1
"(878, 1)",A36JZTUKQVV5S5,0
"(878, 1)",A37XVHGR4ZSTSM,-2
"(604, 2)",A32LCM1ZARQLOG,2
"(604, 2)",A18JQFU6QCTI6G,0
"(604, 2)",A3C9A382KUWMS0,5
"(604, 2)",A2MWAXV1YRK5GH,-3
"(604, 2)",AMID7O126S33V,0
"(604, 2)",A6Y7BLDK90Q19,2
"(1115, 4)",A1RF70DSVAZVI6,0
"(1115, 4)",A3P7AOM9X9ZQ33,0
"(1115, 4)",A3F0OII70LQX09,0
"(1115, 4)",A14NJ0E25UM25Q,0
"(1115, 4)",AMID7O126S33V,2
"(1115, 4)",A17IWKV4G3N25X,-2
"(104, 2)",A1BADZXRMPSPDC,3
"(104, 2)",A3R5CALO6EH0ZR,5
"(104, 2)",AMID7O126S33V,0
"(104, 2)",A14NJ0E25UM25Q,0
"(104, 2)",AC8BGOG45QWA2,0
"(104, 2)",A3R5CALO6EH0ZR,0
"(440, 4)",A3OZ3M6SRO2QNO,0
"(440, 4)",AWCCY9UU171TO,0
"(440, 4)",A131WQMBSKKSIQ,0
"(440, 4)",A36CP7G5OZY030,-4
"(440, 4)",A14NJ0E25UM25Q,0
"(1144, 0)",A2LV5QYHH24OMY,3
"(1144, 0)",ACJSA944IAMN7,0
"(1144, 0)",AM7FYVGVOEP66,1
"(1144, 0)",AP1HCIYDB0OTX,2
"(1144, 0)",AC8BGOG45QWA2,0
"(941, 6)",A3BVJL7P490DCS,2
"(941, 6)",A1UDQV4PUFYPKN,-2
"(941, 6)",AKJ22H1NTVIQX,0
"(941, 6)",AMID7O126S33V,-2
"(941, 6)",A3P7PPQA3EU1H3,-1
"(1373, 3)",A3R5CALO6EH0ZR,0
"(1373, 3)",A2VTDOJE2XP8TK,-2
"(1373, 3)",A1RF70DSVAZVI6,-4
"(1373, 3)",A31RKV21MUC3R0,-2
"(1373, 3)",A1V37SR8WKUOC5,-2
"(1373, 3)",A1V2JY1MJ4P6CF,-2
"(1049, 0)",AIY8WQZDKMD5C,-4
"(1049, 0)",AMID7O126S33V,2
"(1049, 0)",A3R5CALO6EH0ZR,5
"(1049, 0)",A3P7PPQA3EU1H3,-1
"(1049, 0)",A3R467YDQ1C8VG,-2
"(185, 1)",A38F0RYY3T0UHQ,5
"(185, 1)",A7ZOVHE48L7RS,1
"(185, 1)",A3P7PPQA3EU1H3,0
"(185, 1)",A209T4ZL3NKV8H,0
"(185, 1)",AMID7O126S33V,-2
"(185, 1)",A17IWKV4G3N25X,4
"(1403, 2)",AV8SVCVP9V5BK,0
"(1403, 2)",AP1HCIYDB0OTX,2
"(1403, 2)",A31O7P7Z650N7B,5
"(1403, 2)",A1RF70DSVAZVI6,0
"(1403, 2)",A1PDWH50JFF6ZN,2
"(1403, 2)",A25GWQ4INS1XYB,4
"(1403, 2)",AE7HUJETMTTTS,3
"(420, 4)",A2HUSOVMMRJNNX,-4
"(420, 4)",A2JA8QB8PGYGHJ,-5
"(420, 4)",A14NJ0E25UM25Q,0
"(420, 4)",A3F0OII70LQX09,-3
"(420, 4)",A2Z2CVOBYA74B0,-5
"(1028, 2)",A2UVWBMB5V045G,2
"(1028, 2)",A1OICNXB30F29F,0
"(1028, 2)",AMID7O126S33V,-2
"(1028, 2)",A14NJ0E25UM25Q,0
"(1028, 2)",A36CP7G5OZY030,5
"(1028, 2)",A36JZTUKQVV5S5,5
"(1291, 3)",A1A71B12O8GNO8,4
"(1291, 3)",A3C9A382KUWMS0,0
"(1291, 3)",AMID7O126S33V,-2
"(1291, 3)",A3R5CALO6EH0ZR,0
"(1291, 3)",A36CP7G5OZY030,5
"(698, 3)",A2LIF3EKY32IPA,5
"(698, 3)",A2UVWBMB5V045G,0
"(698, 3)",A2J70V9HYPYLE9,5
"(698, 3)",A1ED0UM8C63QX5,0
"(698, 3)",AMID7O126S33V,0
"(698, 3)",A20HS06RD1TVTX,0
"(161, 4)",A36CP7G5OZY030,5
"(161, 4)",A14NJ0E25UM25Q,-1
"(161, 4)",AMID7O126S33V,-5
"(161, 4)",A1Y8K0ZQNBNX3R,-5
"(161, 4)",A17IWKV4G3N25X,-5
"(1149, 4)",A2O9ZPGNNBSH00,-3
"(1149, 4)",A3L6PFU6DOR8AY,3
"(1149, 4)",AMID7O126S33V,-4
"(1149, 4)",A3C9A382KUWMS0,-5
"(1149, 4)",A2Z2CVOBYA74B0,-5
"(1149, 4)",A33Q3DIX7GARDL,-5
"(631, 5)",A2DT9ASORSRZP,-5
"(631, 5)",A1HAM6YI1YDUPY,-5
"(1399, 0)",A1B2KIB7DPC2PR,-3
"(1399, 0)",A3R5CALO6EH0ZR,5
"(1399, 0)",A17Q2CTSOVDMOS,3
"(1399, 0)",A2UFD1I8ZO1V4G,3
"(1399, 0)",A25GWQ4INS1XYB,-2
"(1399, 0)",A18JQFU6QCTI6G,3
"(1399, 0)",A3IJI5VFWLI7DA,1
"(526, 2)",A2JOQX1C7BNKXC,-1
"(526, 2)",A1BS484S0O76YT,-1
"(1139, 4)",A2P8XDALGST5YT,0
"(1139, 4)",A3374C8G2EUNVO,4
"(1139, 4)",A1BS484S0O76YT,-3
"(1139, 4)",AP1HCIYDB0OTX,-3
"(1139, 4)",A1S291KFXPM33J,-5
"(847, 6)",A3P7AOM9X9ZQ33,-1
"(847, 6)",A32LCM1ZARQLOG,-2
"(847, 6)",A14NJ0E25UM25Q,0
"(847, 6)",A1B2KIB7DPC2PR,1
"(847, 6)",A3P7PPQA3EU1H3,-2
"(847, 6)",A36JZTUKQVV5S5,-2
"(964, 0)",A2HUSOVMMRJNNX,4
"(964, 0)",AMID7O126S33V,0
"(964, 0)",A6QG9LM5WL0AQ,0
"(964, 0)",A2PE5UDQ5WG2R0,1
"(964, 0)",A3QU3KM3IYWHIF,5
"(276, 2)",AIY8WQZDKMD5C,-3
"(276, 2)",AKJ22H1NTVIQX,-1
"(276, 2)",AMID7O126S33V,-2
"(276, 2)",A2WNW8A4MOR7T7,-1
"(276, 2)",A14NJ0E25UM25Q,0
"(276, 2)",A3R5CALO6EH0ZR,-3
"(261, 5)",AZGJCSDKLE08X,-5
"(261, 5)",A3CAF7LTD3ORSG,-5
"(261, 5)",A2UVWBMB5V045G,-3
"(261, 5)",A2UV2P8JZV9UW1,-5
"(261, 5)",A14NJ0E25UM25Q,0
"(1027, 5)",A7ZOVHE48L7RS,0
"(1027, 5)",A2FZM7ZDCLPMCF,0
"(1027, 5)",AMID7O126S33V,-2
"(1027, 5)",A6Y7BLDK90Q19,-2
"(1027, 5)",A14NJ0E25UM25Q,0
"(1027, 5)",A17IWKV4G3N25X,0
"(520, 4)",ACPUTK2MNMYHB,0
"(520, 4)",A3OTQF9XCTAS1A,-1
"(520, 4)",AMID7O126S33V,0
"(520, 4)",A3P7PPQA3EU1H3,-3
"(520, 4)",A17IWKV4G3N25X,-2
"(520, 4)",A14NJ0E25UM25Q,0
"(1261, 3)",A3L6PFU6DOR8AY,4
"(1261, 3)",AMID7O126S33V,-1
"(1261, 3)",A3JA2I368762HU,5
"(1261, 3)",A3P7PPQA3EU1H3,0
"(1261, 3)",A37XVHGR4ZSTSM,-3
"(656, 0)",A32LCM1ZARQLOG,2
"(656, 0)",A2Z2CVOBYA74B0,-5
"(656, 0)",A1ED0UM8C63QX5,-2
"(656, 0)",A1B2KIB7DPC2PR,-2
"(656, 0)",A14NJ0E25UM25Q,0
"(604, 3)",A32LCM1ZARQLOG,-2
"(604, 3)",A18JQFU6QCTI6G,-3
"(604, 3)",A3C9A382KUWMS0,-5
"(604, 3)",A2MWAXV1YRK5GH,-3
"(604, 3)",AMID7O126S33V,-2
"(604, 3)",A6Y7BLDK90Q19,-2
"(1258, 0)",A1B2KIB7DPC2PR,3
"(1258, 0)",A6Y7BLDK90Q19,-2
"(1258, 0)",ASX2NOUVA9CRH,-5
"(1258, 0)",A31RKV21MUC3R0,-2
"(1258, 0)",A2VTDOJE2XP8TK,-3
"(1258, 0)",A3QU3KM3IYWHIF,-2
"(1153, 5)",A34YHCJMC3IUYT,2
"(1153, 5)",A2VTDOJE2XP8TK,-2
"(1277, 6)",A3P7AOM9X9ZQ33,1
"(1277, 6)",A2VWJTNC4OKNI7,0
"(1277, 6)",A2Z2CVOBYA74B0,0
"(1277, 6)",A14NJ0E25UM25Q,0
"(1277, 6)",A17IWKV4G3N25X,5
"(1277, 6)",AMID7O126S33V,0
"(271, 3)",A1WSJDEF5J3J8P,5
"(271, 3)",A3H5Z4JEVFW7N,5
"(271, 3)",A2Q3ZPCNE2EOAO,-2
"(271, 3)",AMID7O126S33V,2
"(271, 3)",A14NJ0E25UM25Q,0
"(839, 0)",A14NJ0E25UM25Q,-3
"(839, 0)",A1AI8MC07M7UBZ,-2
"(839, 0)",A2FDXVWVI05XA4,2
"(839, 0)",A3C9A382KUWMS0,5
"(839, 0)",AMID7O126S33V,0
"(839, 0)",A14NJ0E25UM25Q,0
"(188, 5)",AA7LA8WQNABDT,0
"(188, 5)",ASDHGR30IDS7T,-4
"(188, 5)",A3FM3KWYVBBZ15,0
"(188, 5)",A3H5Z4JEVFW7N,5
"(188, 5)",A3DSRQ5CBK6G3U,0
"(188, 5)",A3RILJPBGAOWN4,-2
"(154, 4)",A1NMSAT4F3N2Y8,-2
"(154, 4)",A2FZM7ZDCLPMCF,0
"(154, 4)",A3P7PPQA3EU1H3,1
"(154, 4)",AMID7O126S33V,-1
"(154, 4)",A14NJ0E25UM25Q,0
"(154, 4)",A1B2KIB7DPC2PR,2
"(339, 0)",A7ZOVHE48L7RS,-3
"(339, 0)",A2HUSOVMMRJNNX,-2
"(339, 0)",A14NJ0E25UM25Q,0
"(339, 0)",A2Z2CVOBYA74B0,5
"(339, 0)",A3P7PPQA3EU1H3,-3
"(339, 0)",A1B2KIB7DPC2PR,-2
"(49, 4)",ATY8RQ17JPXQD,0
"(49, 4)",A3C9A382KUWMS0,0
"(49, 4)",A3C9A382KUWMS0,5
"(49, 4)",A3R5CALO6EH0ZR,2
"(49, 4)",A36JZTUKQVV5S5,2
"(49, 4)",A14NJ0E25UM25Q,0
"(888, 5)",A1B2KIB7DPC2PR,5
"(888, 5)",A18JQFU6QCTI6G,-5
"(888, 5)",AV8SVCVP9V5BK,3
"(888, 5)",ASX2NOUVA9CRH,-4
"(888, 5)",A2P8XDALGST5YT,3
"(888, 5)",A2MR259UZRESDS,-5
"(888, 5)",A37XVHGR4ZSTSM,-5
"(512, 6)",A7ZOVHE48L7RS,-1
"(512, 6)",A2FZM7ZDCLPMCF,1
"(512, 6)",A14NJ0E25UM25Q,0
"(512, 6)",A36JZTUKQVV5S5,1
"(512, 6)",A1B2KIB7DPC2PR,-4
"(512, 6)",A3P7PPQA3EU1H3,-2
"(1253, 1)",A3L6PFU6DOR8AY,1
"(1253, 1)",AMID7O126S33V,-2
"(1253, 1)",A14NJ0E25UM25Q,-2
"(1253, 1)",A6Y7BLDK90Q19,0
"(1253, 1)",A3C9A382KUWMS0,0
"(735, 6)",A14NJ0E25UM25Q,2
"(735, 6)",A2MR259UZRESDS,4
"(735, 6)",AMID7O126S33V,-4
"(735, 6)",A3P7PPQA3EU1H3,-2
"(735, 6)",A3F0OII70LQX09,-3
"(735, 6)",A27DLL4E4JBOBA,3
"(47, 0)",AFDLE79DCTIPP,0
"(47, 0)",A36CP7G5OZY030,5
"(47, 0)",A1NTLKBTKH645C,0
"(47, 0)",A2PE5UDQ5WG2R0,3
"(47, 0)",AMID7O126S33V,-1
"(1133, 0)",A26H5AAWGPE63C,5
"(1133, 0)",A209T4ZL3NKV8H,3
"(1133, 0)",A2VC5HZF0SQUWP,0
"(1133, 0)",A14NJ0E25UM25Q,0
"(1133, 0)",A3QU3KM3IYWHIF,5
"(50, 6)",AA7LA8WQNABDT,0
"(50, 6)",A1B2KIB7DPC2PR,1
"(50, 6)",A2Q3ZPCNE2EOAO,-5
"(50, 6)",AWGLY2Q18H4V4,-4
"(50, 6)",A14NJ0E25UM25Q,0
"(281, 4)",A3U1MRDBBAJ77S,-5
"(281, 4)",A2HUSOVMMRJNNX,-3
"(281, 4)",A1DQBO49K8FH70,5
"(281, 4)",A3R5CALO6EH0ZR,-2
"(281, 4)",AMID7O126S33V,3
"(1269, 4)",AV8SVCVP9V5BK,3
"(1269, 4)",A1HKSBZ5O41LZ3,-5
"(1269, 4)",AKJ22H1NTVIQX,0
"(1269, 4)",A1PBJ9JXJ6OXNX,0
"(1269, 4)",A2VTDOJE2XP8TK,-2
"(1269, 4)",A1BS484S0O76YT,-3
"(417, 0)",A2NSB0IPMX2OR3,5
"(417, 0)",AKQQL23FG8JMR,-3
"(417, 0)",A3P7PPQA3EU1H3,-1
"(417, 0)",A14NJ0E25UM25Q,0
"(417, 0)",A32LCM1ZARQLOG,2
"(1222, 3)",AWGLY2Q18H4V4,-4
"(1222, 3)",A2UV2P8JZV9UW1,-5
"(1222, 3)",AMID7O126S33V,-1
"(1222, 3)",A2V3P1XE33NYC3,-3
"(1222, 3)",A14NJ0E25UM25Q,0
"(1222, 3)",A1B2KIB7DPC2PR,1
"(279, 0)",AR7TQDJ59O2KZ,3
"(279, 0)",A3QPOJPYI2BBT5,-5
"(279, 0)",A20HS06RD1TVTX,0
"(279, 0)",AMID7O126S33V,-1
"(279, 0)",A36CP7G5OZY030,5
"(279, 0)",A3P7PPQA3EU1H3,-2
"(396, 2)",A35M4VTU6LBEQY,-5
"(396, 2)",ADN61KD2IA07T,-4
"(396, 2)",A3C9A382KUWMS0,-5
"(396, 2)",A2PE5UDQ5WG2R0,-1
"(396, 2)",AHOARZ6ADFC90,1
"(227, 0)",A2MWAXV1YRK5GH,5
"(227, 0)",AP1HCIYDB0OTX,2
"(227, 0)",A3E157ZN8XPUKJ,5
"(227, 0)",A1HAM6YI1YDUPY,5
"(227, 0)",A1V2JY1MJ4P6CF,1
"(625, 6)",A2FZM7ZDCLPMCF,1
"(625, 6)",A14NJ0E25UM25Q,-4
"(625, 6)",AMID7O126S33V,2
"(625, 6)",A14NJ0E25UM25Q,0
"(625, 6)",A3P7PPQA3EU1H3,-1
"(625, 6)",A37XVHGR4ZSTSM,2
"(607, 3)",A2N2VD7AZRVW0X,5
"(607, 3)",A3R5CALO6EH0ZR,5
"(607, 3)",AMID7O126S33V,2
"(607, 3)",A36CP7G5OZY030,-5
"(607, 3)",AHOARZ6ADFC90,5
"(1261, 2)",A3L6PFU6DOR8AY,2
"(1261, 2)",AMID7O126S33V,0
"(1261, 2)",A3JA2I368762HU,5
"(1261, 2)",A3P7PPQA3EU1H3,-2
"(1261, 2)",A37XVHGR4ZSTSM,4
"(141, 3)",AA7LA8WQNABDT,5
"(141, 3)",A32LCM1ZARQLOG,-3
"(141, 3)",AMID7O126S33V,0
"(141, 3)",A37XVHGR4ZSTSM,-4
"(141, 3)",A131WQMBSKKSIQ,-4
"(141, 3)",A36CP7G5OZY030,-5
"(289, 5)",A2VM6SOXG3WAOF,-5
"(289, 5)",A2HUSOVMMRJNNX,-3
"(289, 5)",AMID7O126S33V,-3
"(289, 5)",A2Q3ZPCNE2EOAO,-5
"(289, 5)",A6Y7BLDK90Q19,-1
"(289, 5)",A3P7PPQA3EU1H3,2
"(104, 4)",A1BADZXRMPSPDC,4
"(104, 4)",A3R5CALO6EH0ZR,0
"(104, 4)",AMID7O126S33V,0
"(104, 4)",A14NJ0E25UM25Q,0
"(104, 4)",AC8BGOG45QWA2,2
"(104, 4)",A3R5CALO6EH0ZR,3
"(1398, 1)",A2P8XDALGST5YT,1
"(1398, 1)",A25GWQ4INS1XYB,-3
"(1398, 1)",A1PDWH50JFF6ZN,-3
"(1398, 1)",A3IJI5VFWLI7DA,-3
"(1398, 1)",A18JQFU6QCTI6G,-5
"(1398, 1)",A1U00BDONXG17C,-5
"(1398, 1)",A3O4XM3IGW1SR2,-3
"(71, 4)",A1I8952MLVA6SL,-3
"(71, 4)",A1W9DSXT3DIYHJ,5
"(71, 4)",A5379LUINT3PC,4
